,GENE,GENE_ID
24186,CASKAIF1L,ENSG00000147044ENSG00000126878
24195,DUSP21AIF1L,ENSG00000189037ENSG00000126878
24198,ZNF41AIF1L,ENSG00000147124ENSG00000126878
24202,ZNF41RP11-544A12.8,ENSG00000147124ENSG00000246851
24203,ZNF182RPL7A,ENSG00000147118ENSG00000148303
24205,ZNF182SNORD36A,ENSG00000147118ENSG00000199744
24206,PORCNSNORD36B,ENSG00000102312ENSG00000200831
24207,PORCNRPL7A,ENSG00000102312ENSG00000148303
24214,PORCNSNORD36C,ENSG00000102312ENSG00000252542
24215,PORCNFCN2,ENSG00000102312ENSG00000160339
24219,PORCNMRPS2,ENSG00000102312ENSG00000122140
24221,EBPC9orf116,ENSG00000147155ENSG00000160345
24224,EBPRP11-426A6.5,ENSG00000147155ENSG00000226706
24227,SLC35A2MRPS2,ENSG00000102100ENSG00000122140
24233,SLC35A2PAEP,ENSG00000102100ENSG00000122133
24236,GRIPAP1PAEP,ENSG00000068400ENSG00000122133
24242,PRICKLE3PAEP,ENSG00000012211ENSG00000122133
24244,PLP2PAEP,ENSG00000102007ENSG00000122133
24249,PRICKLE3RP11-98L5.5,ENSG00000012211ENSG00000236543
24250,PRICKLE3MIR4673,ENSG00000012211ENSG00000263403
24251,CLCN5LCN15,ENSG00000171365ENSG00000177984
24252,CLCN5LCN8,ENSG00000171365ENSG00000204001
24258,CXorf67TMEM141,ENSG00000187690ENSG00000244187
24259,RP11-348F1.2RP11-216L13.17,ENSG00000226530ENSG00000272896
24260,RP11-552J9.12TMEM141,ENSG00000223958ENSG00000244187
24261,RP11-552J9.15TMEM141,ENSG00000238127ENSG00000244187
24262,ITIH6TMEM141,ENSG00000102313ENSG00000244187
24264,MAGED2TMEM141,ENSG00000102316ENSG00000244187
24265,MAGED2RP11-216L13.17,ENSG00000102316ENSG00000272896
24266,MAGED2TRAF2,ENSG00000102316ENSG00000127191
24270,MAGED2PTGDS,ENSG00000102316ENSG00000107317
24272,SNORA11PTGDS,ENSG00000221716ENSG00000107317
24273,MAGED2LCNL1,ENSG00000102316ENSG00000214402
24277,FOXR2PTGDS,ENSG00000189299ENSG00000107317
24278,ASB12LCNL1,ENSG00000198881ENSG00000214402
24279,ASB12PTGDS,ENSG00000198881ENSG00000107317
24280,MTMR8PTGDS,ENSG00000102043ENSG00000107317
24281,ARPTGDS,ENSG00000169083ENSG00000107317
24282,ARLCNL1,ENSG00000169083ENSG00000214402
24284,ARAL807752.1,ENSG00000169083ENSG00000268996
24285,ARNRARP,ENSG00000169083ENSG00000198435
24286,ARENTPD8,ENSG00000169083ENSG00000188833
24296,SNX12ENTPD8,ENSG00000147164ENSG00000188833
24301,IL2RGENTPD8,ENSG00000147168ENSG00000188833
24306,IL2RGNSMF,ENSG00000147168ENSG00000165802
24310,NLGN3NSMF,ENSG00000196338ENSG00000165802
24315,CXCR3NSMF,ENSG00000186810ENSG00000165802
24317,ERCC6LNSMF,ENSG00000186871ENSG00000165802
24319,PIN4NSMF,ENSG00000102309ENSG00000165802
24322,KIAA2022NSMF,ENSG00000050030ENSG00000165802
24324,ATRXNSMF,ENSG00000085224ENSG00000165802
24327,ZCCHC5NSMF,ENSG00000179300ENSG00000165802
24329,HDXNSMF,ENSG00000165259ENSG00000165802
24332,HDXDPH7,ENSG00000165259ENSG00000148399
24333,HDXMRPL41,ENSG00000165259ENSG00000182154
24334,PABPC5DPH7,ENSG00000174740ENSG00000148399
24336,PABPC5-AS1C9orf37,ENSG00000234161ENSG00000203993
24337,DIAPH2ARRDC1,ENSG00000147202ENSG00000197070
24342,XKRXARRDC1,ENSG00000182489ENSG00000197070
24344,LL0XNC01-131B10.2ARRDC1,ENSG00000179031ENSG00000197070
24346,ARMCX1ARRDC1,ENSG00000126947ENSG00000197070
24347,TCEAL2ARRDC1,ENSG00000184905ENSG00000197070
24348,TCEAL2C9orf37,ENSG00000184905ENSG00000203993
24350,ARMCX5HEATR2,ENSG00000125962ENSG00000164818
24352,RP4-769N13.6HEATR2,ENSG00000271147ENSG00000164818
24360,ARMCX5AC074389.9,ENSG00000125962ENSG00000236081
24361,RP4-769N13.6ELFN1,ENSG00000271147ENSG00000225968
24363,ARMCX5ELFN1,ENSG00000125962ENSG00000225968
24365,RP4-769N13.6FTSJ2,ENSG00000271147ENSG00000122687
24366,RP4-769N13.7NUDT1,ENSG00000270050ENSG00000106268
24367,RP4-769N13.6NUDT1,ENSG00000271147ENSG00000106268
24368,ARMCX5NUDT1,ENSG00000125962ENSG00000106268
24375,ARMCX5FTSJ2,ENSG00000125962ENSG00000122687
24378,ARMCX5CHST12,ENSG00000125962ENSG00000136213
24379,ARMCX5AC004840.9,ENSG00000125962ENSG00000175873
24380,RP4-769N13.6CHST12,ENSG00000271147ENSG00000136213
24381,ARMCX5TTYH3,ENSG00000125962ENSG00000136295
24384,RP4-769N13.6TTYH3,ENSG00000271147ENSG00000136295
24385,RP4-769N13.7TTYH3,ENSG00000270050ENSG00000136295
24388,RAB40ALTTYH3,ENSG00000102128ENSG00000136295
24389,LL0XNC01-237H1.3TTYH3,ENSG00000234050ENSG00000136295
24390,NXF3TTYH3,ENSG00000147206ENSG00000136295
24399,BEX4TTYH3,ENSG00000102409ENSG00000136295
24401,PIH1D3TTYH3,ENSG00000080572ENSG00000136295
24403,PIH1D3MMD2,ENSG00000080572ENSG00000136297
24404,CAPN6MMD2,ENSG00000077274ENSG00000136297
24408,CT83MMD2,ENSG00000204019ENSG00000136297
24409,SLC6A14RBAK,ENSG00000087916ENSG00000146587
24410,SLC6A14RBAK-RBAKDN,ENSG00000087916ENSG00000272968
24411,KLHL13RBAK,ENSG00000003096ENSG00000146587
24412,KLHL13RBAK-RBAKDN,ENSG00000003096ENSG00000272968
24417,KLHL13RBAKDN,ENSG00000003096ENSG00000273313
24418,KLHL13WIPI2,ENSG00000003096ENSG00000157954
24421,NDUFA1WIPI2,ENSG00000125356ENSG00000157954
24422,RNF113AWIPI2,ENSG00000125352ENSG00000157954
24423,ATP1B4WIPI2,ENSG00000101892ENSG00000157954
24425,ATP1B4ACTB,ENSG00000101892ENSG00000075624
24426,GLUD2ACTB,ENSG00000182890ENSG00000075624
24427,RP5-1052M9.4ACTB,ENSG00000229825ENSG00000075624
24428,CXorf64ACTB,ENSG00000183631ENSG00000075624
24429,ACTRT1ACTB,ENSG00000123165ENSG00000075624
24430,ENOX2ACTB,ENSG00000165675ENSG00000075624
24434,FRMD7ACTB,ENSG00000165694ENSG00000075624
24437,MBNL3ACTB,ENSG00000076770ENSG00000075624
24438,MBNL3AC006483.1,ENSG00000076770ENSG00000263900
24439,MBNL3FSCN1,ENSG00000076770ENSG00000075618
24445,MBNL3CCZ1,ENSG00000076770ENSG00000122674
24447,USP26CCZ1,ENSG00000134588ENSG00000122674
24450,TFDP3CCZ1,ENSG00000183434ENSG00000122674
24451,GPC3CCZ1,ENSG00000147257ENSG00000122674
24453,GPC3RN7SL851P,ENSG00000147257ENSG00000240718
24454,GPC3RAC1,ENSG00000147257ENSG00000136238
24455,HPRT1RAC1,ENSG00000165704ENSG00000136238
24457,CT45A1RAC1,ENSG00000232478ENSG00000136238
24460,CT45A3C7orf26,ENSG00000232417ENSG00000146576
24463,MMGT1C7orf26,ENSG00000169446ENSG00000146576
24465,GPR101C7orf26,ENSG00000165370ENSG00000146576
24466,ATP11CC7orf26,ENSG00000101974ENSG00000146576
24470,ATP11CZNF12,ENSG00000101974ENSG00000164631
24471,ATP11CAC073343.13,ENSG00000101974ENSG00000228010
24475,RP11-364B14.3AC073343.2,ENSG00000230707ENSG00000265245
24476,SPANXA2RSPH10B2,ENSG00000203926ENSG00000169402
24477,SPANXA1RSPH10B2,ENSG00000198021ENSG00000169402
24478,SPANXA2-OT1RSPH10B2,ENSG00000226574ENSG00000169402
24483,MIR510RSPH10B2,ENSG00000207641ENSG00000169402
24484,CXorf40ARSPH10B2,ENSG00000197620ENSG00000169402
24485,CXorf40APMS2CL,ENSG00000197620ENSG00000187953
24488,CXorf40ATHSD7A,ENSG00000197620ENSG00000005108
24489,CXorf40AAC004538.3,ENSG00000197620ENSG00000230333
24491,RP5-937E21.8AC004538.3,ENSG00000225261ENSG00000230333
24496,HSFX1THSD7A,ENSG00000171116ENSG00000005108
24497,TMEM185AP1AC004538.3,ENSG00000235254ENSG00000230333
24498,MTM1THSD7A,ENSG00000171100ENSG00000005108
24499,MTM1AC004538.3,ENSG00000171100ENSG00000230333
24506,ZNF275THSD7A,ENSG00000063587ENSG00000005108
24507,ZNF275AC004538.3,ENSG00000063587ENSG00000230333
24511,snoU13ISPD,ENSG00000239037ENSG00000214960
24512,HAUS7ISPD,ENSG00000213397ENSG00000214960
24513,HAUS7ISPD-AS1,ENSG00000213397ENSG00000229688
24514,U82695.9ISPD-AS1,ENSG00000224963ENSG00000229688
24515,PNCKISPD,ENSG00000130822ENSG00000214960
24517,PNCKAGR3,ENSG00000130822ENSG00000173467
24520,PNCKRAD17P1,ENSG00000130822ENSG00000232400
24521,PNCKTOMM7,ENSG00000130822ENSG00000196683
24524,NAA10TOMM7,ENSG00000102030ENSG00000196683
24527,NAA10NUPL2,ENSG00000102030ENSG00000136243
24528,NAA10AC005082.1,ENSG00000102030ENSG00000214871
24540,EMDNUPL2,ENSG00000102119ENSG00000136243
24547,EMDOSBPL3,ENSG00000102119ENSG00000070882
24549,AC069287.1OSBPL3,ENSG00000232495ENSG00000070882
24550,RP11-304M2.5OSBPL3,ENSG00000254559ENSG00000070882
24551,PKP3OSBPL3,ENSG00000184363ENSG00000070882
24571,PKP3NPVF,ENSG00000184363ENSG00000105954
24572,PKP3CBX3,ENSG00000184363ENSG00000122565
24580,PKP3SNX10,ENSG00000184363ENSG00000086300
24587,PKP3HOXA5,ENSG00000184363ENSG00000106004
24588,PKP3HOXA6,ENSG00000184363ENSG00000106006
24591,PKP3TAX1BP1,ENSG00000184363ENSG00000106052
24598,PKP3TRIL,ENSG00000184363ENSG00000176734
24599,PKP3AC005013.5,ENSG00000184363ENSG00000228421
24600,PTDSS2AC005013.1,ENSG00000174915ENSG00000255690
24601,PTDSS2TRIL,ENSG00000174915ENSG00000176734
24602,PTDSS2AC005013.5,ENSG00000174915ENSG00000228421
24604,PTDSS2CPVL,ENSG00000174915ENSG00000106066
24609,PTDSS2CTB-113D17.1,ENSG00000174915ENSG00000272568
24614,MIR210HGCPVL,ENSG00000247095ENSG00000106066
24615,MIR210HGCHN2,ENSG00000247095ENSG00000106069
24618,TMEM80CHN2,ENSG00000177042ENSG00000106069
24626,TMEM80PRR15,ENSG00000177042ENSG00000176532
24627,TMEM80AC007255.8,ENSG00000177042ENSG00000223813
24630,TMEM80MTURN,ENSG00000177042ENSG00000180354
24631,AP006621.1MTURN,ENSG00000177236ENSG00000180354
24632,AP006621.5MTURN,ENSG00000255284ENSG00000180354
24634,AP006621.5AC007036.4,ENSG00000255284ENSG00000230751
24635,AP006621.6MTURN,ENSG00000255142ENSG00000180354
24636,RP11-1391J7.1MTURN,ENSG00000250397ENSG00000180354
24637,MRPL23NOD1,ENSG00000214026ENSG00000106100
24656,IGF2NOD1,ENSG00000167244ENSG00000106100
24657,INS-IGF2NOD1,ENSG00000129965ENSG00000106100
24658,IGF2-ASNOD1,ENSG00000099869ENSG00000106100
24664,SLC22A18NOD1,ENSG00000110628ENSG00000106100
24672,PHLDA2ADCYAP1R1,ENSG00000181649ENSG00000078549
24673,SLC22A18ADCYAP1R1,ENSG00000110628ENSG00000078549
24677,SLC22A18PDE1C,ENSG00000110628ENSG00000154678
24683,PHLDA2PDE1C,ENSG00000181649ENSG00000154678
24685,SLC22A18KBTBD2,ENSG00000110628ENSG00000170852
24688,SLC22A18FKBP9,ENSG00000110628ENSG00000122642
24693,CARS-AS1FKBP9,ENSG00000247473ENSG00000122642
24694,STIM1RNU6-388P,ENSG00000167323ENSG00000252821
24695,STIM1FKBP9,ENSG00000167323ENSG00000122642
24697,STIM1NPSR1-AS1,ENSG00000167323ENSG00000197085
24698,STIM1NPSR1,ENSG00000167323ENSG00000187258
24703,SSU72P5NPSR1,ENSG00000237565ENSG00000187258
24704,SSU72P4NPSR1,ENSG00000186223ENSG00000187258
24705,SSU72P7AC005493.1,ENSG00000229542ENSG00000214841
24706,TRIM21NPSR1-AS1,ENSG00000132109ENSG00000197085
24709,OR52K1NPSR1,ENSG00000196778ENSG00000187258
24710,OR56B1NPSR1,ENSG00000181023ENSG00000187258
24711,OR52N4NPSR1-AS1,ENSG00000181074ENSG00000197085
24712,OR52N5NPSR1-AS1,ENSG00000181009ENSG00000197085
24713,RP11-451K18.7NPSR1-AS1,ENSG00000188691ENSG00000197085
24715,OR52L1MIR548N,ENSG00000183313ENSG00000221669
24716,OR56B4EEPD1,ENSG00000180919ENSG00000122547
24717,RP11-290F24.3EEPD1,ENSG00000254444ENSG00000122547
24718,RP11-732A19.9EEPD1,ENSG00000255680ENSG00000122547
24719,RP11-732A19.6EEPD1,ENSG00000255410ENSG00000122547
24721,OR2AG2EEPD1,ENSG00000188124ENSG00000122547
24722,OR2AG1ELMO1-AS1,ENSG00000170803ENSG00000224101
24723,RBMXL2TRGJ2,ENSG00000170748ENSG00000211687
24724,RPL27ATRGC2,ENSG00000166441ENSG00000227191
24725,SNORA3AMPH,ENSG00000200983ENSG00000078053
24726,SNORA45AMPH,ENSG00000212607ENSG00000078053
24727,RPL27AAMPH,ENSG00000166441ENSG00000078053
24733,RPL27AINHBA,ENSG00000166441ENSG00000122641
24734,RPL27AINHBA-AS1,ENSG00000166441ENSG00000224116
24735,RPL27AAC005027.3,ENSG00000166441ENSG00000236310
24736,RP11-152H18.4INHBA-AS1,ENSG00000254900ENSG00000224116
24739,SNORA3BLVRA,ENSG00000200983ENSG00000106605
24740,SNORA45BLVRA,ENSG00000212607ENSG00000106605
24741,RPL27ABLVRA,ENSG00000166441ENSG00000106605
24745,RPL27ASPDYE1,ENSG00000166441ENSG00000136206
24746,RPL27AAC004951.6,ENSG00000166441ENSG00000228434
24747,RPL27APGAM2,ENSG00000166441ENSG00000164708
24748,RPL27APOLM,ENSG00000166441ENSG00000122678
24751,RP11-152H18.4POLM,ENSG00000254900ENSG00000122678
24754,ASCL3POLM,ENSG00000176009ENSG00000122678
24755,C11orf16POLM,ENSG00000176029ENSG00000122678
24762,WEE1POLM,ENSG00000166483ENSG00000122678
24764,snoU13POLM,ENSG00000238387ENSG00000122678
24770,RN7SL56PPOLM,ENSG00000243869ENSG00000122678
24774,SBF2POLM,ENSG00000133812ENSG00000122678
24775,SBF2-AS1POLM,ENSG00000246273ENSG00000122678
24779,SBF2-AS1MYL7,ENSG00000246273ENSG00000106631
24780,SBF2MYL7,ENSG00000133812ENSG00000106631
24783,RNF141MYL7,ENSG00000110315ENSG00000106631
24784,AMPD3MYL7,ENSG00000133805ENSG00000106631
24794,MTRNR2L8MYL7,ENSG00000255823ENSG00000106631
24795,LYVE1MYL7,ENSG00000133800ENSG00000106631
24798,MRVI1-AS1MYL7,ENSG00000177112ENSG00000106631
24799,MRVI1-AS1DDX56,ENSG00000177112ENSG00000136271
24800,LYVE1DDX56,ENSG00000133800ENSG00000136271
24811,MRVI1-AS1TMED4,ENSG00000177112ENSG00000158604
24813,DKK3TMED4,ENSG00000050165ENSG00000158604
24817,DKK3MYO1G,ENSG00000050165ENSG00000136286
24822,DKK3RP4-647J21.1,ENSG00000050165ENSG00000260997
24828,MICAL2MYO1G,ENSG00000133816ENSG00000136286
24830,MICAL2AC096582.1,ENSG00000133816ENSG00000267988
24831,MICAL2IGFBP1,ENSG00000133816ENSG00000146678
24834,MICAL2IGFBP3,ENSG00000133816ENSG00000146674
24851,MICAL2SUN3,ENSG00000133816ENSG00000164744
24852,RASSF10SUN3,ENSG00000189431ENSG00000164744
24854,CTC-497E21.3SUN3,ENSG00000254670ENSG00000164744
24858,ARNTLSUN3,ENSG00000133794ENSG00000164744
24861,ARNTLIKZF1,ENSG00000133794ENSG00000185811
24866,RN7SKP151IKZF1,ENSG00000222162ENSG00000185811
24872,ARNTLDDC,ENSG00000133794ENSG00000132437
24879,ARNTLGS1-18A18.1,ENSG00000133794ENSG00000224223
24880,ARNTLEGFR-AS1,ENSG00000133794ENSG00000224057
24881,ARNTLVOPP1,ENSG00000133794ENSG00000154978
24886,ARNTLRP11-310H4.1,ENSG00000133794ENSG00000223475
24889,ARNTLPSPH,ENSG00000133794ENSG00000146733
24892,C11orf58PSPH,ENSG00000110696ENSG00000146733
24899,RPS13PSPH,ENSG00000110700ENSG00000146733
24900,SNORD14BSNORA22,ENSG00000201403ENSG00000206603
24901,AC116533.1RP11-220H4.2,ENSG00000221322ENSG00000225244
24902,RPS13RP11-797H7.5,ENSG00000110700ENSG00000189316
24903,RPS13VN1R42P,ENSG00000110700ENSG00000223476
24904,RPS13INTS4L1,ENSG00000110700ENSG00000164669
24906,RPS13KCTD7,ENSG00000110700ENSG00000243335
24910,RPS13RABGEF1,ENSG00000110700ENSG00000154710
24911,SNORD14AKCTD7,ENSG00000272034ENSG00000243335
24912,NUCB2RABGEF1,ENSG00000070081ENSG00000154710
24913,MYOD1RABGEF1,ENSG00000129152ENSG00000154710
24914,SAAL1RABGEF1,ENSG00000166788ENSG00000154710
24915,SAAL1KCTD7,ENSG00000166788ENSG00000243335
24916,SAAL1GTF2IRD1P1,ENSG00000166788ENSG00000230583
24927,MRGPRX4KCTD7,ENSG00000179817ENSG00000243335
24928,SAA1GTF2IRD1P1,ENSG00000173432ENSG00000230583
24929,RNA5SP334RABGEF1,ENSG00000201695ENSG00000154710
24930,SAA1RABGEF1,ENSG00000173432ENSG00000154710
24931,SAA1KCTD7,ENSG00000173432ENSG00000243335
24932,HPS5KCTD7,ENSG00000110756ENSG00000243335
24933,HPS5RABGEF1,ENSG00000110756ENSG00000154710
24934,HPS5SBDS,ENSG00000110756ENSG00000126524
24938,UEVLDSBDS,ENSG00000151116ENSG00000126524
24941,IGSF22SBDS,ENSG00000179057ENSG00000126524
24944,RP11-1081L13.4SBDS,ENSG00000254966ENSG00000126524
24945,PTPN5SBDS,ENSG00000110786ENSG00000126524
24946,PTPN5NSUN5P2,ENSG00000110786ENSG00000106133
24949,PTPN5RNU6-1080P,ENSG00000110786ENSG00000206709
24951,PTPN5TBL2,ENSG00000110786ENSG00000106638
24952,RP11-1081L13.4TBL2,ENSG00000254966ENSG00000106638
24953,RP11-701I24.3TBL2,ENSG00000254906ENSG00000106638
24954,ANO5TBL2,ENSG00000171714ENSG00000106638
24955,CTD-3064C13.1TBL2,ENSG00000255372ENSG00000106638
24956,SLC17A6TBL2,ENSG00000091664ENSG00000106638
24958,CTD-2140G10.4TBL2,ENSG00000254540ENSG00000106638
24959,LGR4TBL2,ENSG00000205213ENSG00000106638
24962,LIN7CTBL2,ENSG00000148943ENSG00000106638
24964,KIF18ATBL2,ENSG00000121621ENSG00000106638
24965,MIR610TBL2,ENSG00000207874ENSG00000106638
24966,METTL15TBL2,ENSG00000169519ENSG00000106638
24975,AC104978.1TBL2,ENSG00000238149ENSG00000106638
24977,WT1-ASTBL2,ENSG00000183242ENSG00000106638
24984,QSER1TBL2,ENSG00000060749ENSG00000106638
24989,ABTB2TBL2,ENSG00000166016ENSG00000106638
24991,CATMLXIPL,ENSG00000121691ENSG00000009950
24994,PDHXMLXIPL,ENSG00000110435ENSG00000009950
24995,APIPMLXIPL,ENSG00000149089ENSG00000009950
25002,RP1-68D18.2MLXIPL,ENSG00000251194ENSG00000009950
25003,RP1-68D18.4MLXIPL,ENSG00000255443ENSG00000009950
25004,COMMD9MLXIPL,ENSG00000110442ENSG00000009950
25005,LINC00610MLXIPL,ENSG00000196559ENSG00000009950
25012,TTC17MLXIPL,ENSG00000052841ENSG00000009950
25013,TTC17VPS37D,ENSG00000052841ENSG00000176428
25014,RP11-484D2.2VPS37D,ENSG00000254907ENSG00000176428
25015,TTC17WBSCR27,ENSG00000052841ENSG00000165171
25016,AMBRA1CLDN4,ENSG00000110497ENSG00000189143
25019,AMBRA1WBSCR27,ENSG00000110497ENSG00000165171
25032,ATG13WBSCR27,ENSG00000175224ENSG00000165171
25034,ATG13LIMK1,ENSG00000175224ENSG00000106683
25045,ATG13CLIP2,ENSG00000175224ENSG00000106665
25048,RP11-390K5.6CLIP2,ENSG00000270060ENSG00000106665
25049,DDB2CLIP2,ENSG00000134574ENSG00000106665
25050,ACP2CLIP2,ENSG00000134575ENSG00000106665
25054,ACP2PHBP15,ENSG00000134575ENSG00000232210
25055,ACP2GTF2IRD2B,ENSG00000134575ENSG00000174428
25062,ACP2CCL26,ENSG00000134575ENSG00000006606
25063,ACP2RHBDD2,ENSG00000134575ENSG00000005486
25064,ACP2SRCRB4D,ENSG00000134575ENSG00000146700
25065,DDB2POMZP3,ENSG00000134574ENSG00000146707
25066,ACP2YWHAG,ENSG00000134575ENSG00000170027
25068,DDB2MDH2,ENSG00000134574ENSG00000146701
25069,DDB2RHBDD2,ENSG00000134574ENSG00000005486
25070,ACP2Y_RNA,ENSG00000134575ENSG00000238560
25071,ACP2Y_RNA,ENSG00000134575ENSG00000200874
25072,ACP2SNORA14A,ENSG00000134575ENSG00000201643
25074,ACP2AC005522.6,ENSG00000134575ENSG00000213548
25075,ACP2AC005102.1,ENSG00000134575ENSG00000219039
25076,ACP2AC006014.7,ENSG00000134575ENSG00000242073
25077,ACP2AC004980.7,ENSG00000134575ENSG00000205485
25078,ACP2AC005077.14,ENSG00000134575ENSG00000230882
25080,ACP2MDH2,ENSG00000134575ENSG00000146701
25081,ACP2POMZP3,ENSG00000134575ENSG00000146707
25084,C1QTNF4MDH2,ENSG00000172247ENSG00000146701
25085,FAM180BAC005077.12,ENSG00000196666ENSG00000227038
25086,C1QTNF4AC005077.12,ENSG00000172247ENSG00000227038
25087,FAM180BPOMZP3,ENSG00000196666ENSG00000146707
25089,FAM180BAC005077.9,ENSG00000196666ENSG00000241778
25090,C1QTNF4AC005077.8,ENSG00000172247ENSG00000213549
25091,FAM180BAC005077.7,ENSG00000196666ENSG00000224273
25092,C1QTNF4AC004980.7,ENSG00000172247ENSG00000205485
25093,FAM180BFDPSP2,ENSG00000196666ENSG00000233980
25094,C1QTNF4POMZP3,ENSG00000172247ENSG00000146707
25095,FAM180BRHBDD2,ENSG00000196666ENSG00000005486
25096,OR4S1RPL7L1P3,ENSG00000176555ENSG00000235090
25097,OR4C13snoU13,ENSG00000258817ENSG00000238935
25098,OR4C15MDH2,ENSG00000181939ENSG00000146701
25099,OR5D16MDH2,ENSG00000205029ENSG00000146701
25100,TRIM51RHBDD2,ENSG00000124900ENSG00000005486
25102,RP11-738O11.9RHBDD2,ENSG00000255204ENSG00000005486
25105,OR5F1MDH2,ENSG00000149133ENSG00000146701
25106,OR8I2MDH2,ENSG00000172154ENSG00000146701
25107,OR8I4PSRCRB4D,ENSG00000254524ENSG00000146700
25108,OR8K1AC004980.8,ENSG00000150261ENSG00000250778
25109,OR5M8RNU6-863P,ENSG00000181371ENSG00000251798
25110,CTD-3051L14.13RN7SL642P,ENSG00000254411ENSG00000264312
25111,OR5M1MIR4651,ENSG00000255012ENSG00000265020
25112,APLNRRN7SL212P,ENSG00000134817ENSG00000263569
25113,APLNRPOMZP3,ENSG00000134817ENSG00000146707
25114,RP11-872D17.4POMZP3,ENSG00000254662ENSG00000146707
25115,RP11-872D17.4AC004980.7,ENSG00000254662ENSG00000205485
25116,SSRP1AC004980.7,ENSG00000149136ENSG00000205485
25117,SSRP1POMZP3,ENSG00000149136ENSG00000146707
25118,snoU13POMZP3,ENSG00000238692ENSG00000146707
25126,P2RX3POMZP3,ENSG00000109991ENSG00000146707
25129,SSRP1AC007000.11,ENSG00000149136ENSG00000237815
25130,SSRP1AC073635.5,ENSG00000149136ENSG00000250990
25131,P2RX3PHTF2,ENSG00000109991ENSG00000006576
25132,SLC43A3PHTF2,ENSG00000134802ENSG00000006576
25137,SLC43A3CD36,ENSG00000134802ENSG00000135218
25138,OR1S1CD36,ENSG00000172774ENSG00000135218
25139,OR5B21CD36,ENSG00000198283ENSG00000135218
25140,RP11-655C2.3CD36,ENSG00000255299ENSG00000135218
25143,LPXNCD36,ENSG00000110031ENSG00000135218
25149,LPXNMTERF,ENSG00000110031ENSG00000127989
25152,OSBPMTERF,ENSG00000110048ENSG00000127989
25153,MRPL16MTERF,ENSG00000166902ENSG00000127989
25157,TCN1TMBIM7P,ENSG00000134827ENSG00000230927
25158,TCN1CTB-10G5.1,ENSG00000134827ENSG00000270453
25159,TCN1SAMD9,ENSG00000134827ENSG00000205413
25161,TCN1HEPACAM2,ENSG00000134827ENSG00000188175
25166,TCN1TFPI2,ENSG00000134827ENSG00000105825
25167,MS4A2AC002076.10,ENSG00000149534ENSG00000234695
25168,MS4A2TFPI2,ENSG00000149534ENSG00000105825
25169,MS4A2GNGT1,ENSG00000149534ENSG00000127928
25170,MS4A4ATFPI2,ENSG00000110079ENSG00000105825
25172,MS4A4APEG10,ENSG00000110079ENSG00000242265
25176,MS4A4APON1,ENSG00000110079ENSG00000005421
25178,SLC15A3PON1,ENSG00000110446ENSG00000005421
25179,SLC15A3PON3,ENSG00000110446ENSG00000105852
25186,DDB1PON3,ENSG00000167986ENSG00000105852
25188,DDB1PON1,ENSG00000167986ENSG00000005421
25189,DDB1DLX6,ENSG00000167986ENSG00000006377
25190,DDB1DLX6-AS1,ENSG00000167986ENSG00000231764
25193,CYB561A3DLX6-AS1,ENSG00000162144ENSG00000231764
25194,DAKDLX6-AS1,ENSG00000149476ENSG00000231764
25197,DAKDLX6,ENSG00000149476ENSG00000006377
25201,DAKDLX6-AS2,ENSG00000149476ENSG00000271956
25202,DAKAC004893.10,ENSG00000149476ENSG00000238109
25203,DAKZNF394,ENSG00000149476ENSG00000160908
25209,CYB561A3ZNF394,ENSG00000162144ENSG00000160908
25210,DDB1ZNF789,ENSG00000167986ENSG00000198556
25211,CYB561A3ZNF789,ENSG00000162144ENSG00000198556
25212,CYB561A3CYP3A7,ENSG00000162144ENSG00000160870
25213,DAKAC069294.1,ENSG00000149476ENSG00000221487
25217,DAKCYP3A7,ENSG00000149476ENSG00000160870
25218,DAKTRIM4,ENSG00000149476ENSG00000146833
25223,DAKZNF3,ENSG00000149476ENSG00000166526
25225,DAKTAF6,ENSG00000149476ENSG00000106290
25226,CYB561A3TAF6,ENSG00000162144ENSG00000106290
25229,DDB1TAF6,ENSG00000167986ENSG00000106290
25234,PPP1R32TAF6,ENSG00000162148ENSG00000106290
25240,SYT7TAF6,ENSG00000011347ENSG00000106290
25246,RP11-794G24.1TAF6,ENSG00000256443ENSG00000106290
25250,TUT1TAF6,ENSG00000149016ENSG00000106290
25252,EEF1GTAF6,ENSG00000254772ENSG00000106290
25257,MIR3654RP11-506M12.1,ENSG00000255508ENSG00000242798
25260,MIR3654TAF6,ENSG00000255508ENSG00000106290
25270,C11orf83TAF6,ENSG00000204922ENSG00000106290
25273,WDR74TAF6,ENSG00000133316ENSG00000106290
25278,WDR74RP11-506M12.1,ENSG00000133316ENSG00000242798
25279,RP11-727F15.9TAF6,ENSG00000256690ENSG00000106290
25282,WDR74CNPY4,ENSG00000133316ENSG00000166997
25284,WDR74MBLAC1,ENSG00000133316ENSG00000214309
25298,RP11-727F15.9CNPY4,ENSG00000256690ENSG00000166997
25308,WDR74GPC2,ENSG00000133316ENSG00000213420
25309,SLC22A24GPC2,ENSG00000197658ENSG00000213420
25312,NUDT22GPC2,ENSG00000149761ENSG00000213420
25313,TRPT1GPC2,ENSG00000149743ENSG00000213420
25315,TRPT1SPDYE3,ENSG00000149743ENSG00000214300
25316,NUDT22SPDYE3,ENSG00000149761ENSG00000214300
25317,NUDT22PMS2P1,ENSG00000149761ENSG00000078319
