,GENE,GENE_ID
1179,KATNAL1TRAJ1,ENSG00000102781ENSG00000211888
1180,KATNAL1TRAC,ENSG00000102781ENSG00000229164
1181,RNU6-64PDAD1,ENSG00000252928ENSG00000129562
1182,UBE2L5PDAD1,ENSG00000236444ENSG00000129562
1184,ANKRD26P4DAD1,ENSG00000229427ENSG00000129562
1185,N4BP2L2DAD1,ENSG00000244754ENSG00000129562
1186,N4BP2L2AL135998.1,ENSG00000244754ENSG00000215306
1187,N4BP2L2C14orf93,ENSG00000244754ENSG00000100802
1194,STARD13-IT1C14orf93,ENSG00000230300ENSG00000100802
1195,RFXAPC14orf93,ENSG00000133111ENSG00000100802
1197,SUPT20HC14orf93,ENSG00000102710ENSG00000100802
1203,SUPT20HRP11-298I3.4,ENSG00000102710ENSG00000258457
1212,PROSER1C14orf93,ENSG00000120685ENSG00000100802
1220,COG6C14orf93,ENSG00000133103ENSG00000100802
1221,AL512505.1C14orf93,ENSG00000216014ENSG00000100802
1228,COG6RP11-298I3.4,ENSG00000133103ENSG00000258457
1233,RLIMP1C14orf93,ENSG00000229456ENSG00000100802
1234,FOXO1C14orf93,ENSG00000150907ENSG00000100802
1235,MTRF1C14orf93,ENSG00000120662ENSG00000100802
1236,MTRF1RP11-298I3.4,ENSG00000120662ENSG00000258457
1237,MTRF1C14orf119,ENSG00000120662ENSG00000179933
1238,MTRF1CEBPE,ENSG00000120662ENSG00000092067
1239,MTRF1NGDN,ENSG00000120662ENSG00000129460
1242,RNU6-74PNGDN,ENSG00000206962ENSG00000129460
1243,ENOX1NGDN,ENSG00000120658ENSG00000129460
1247,RNA5SP27NGDN,ENSG00000200709ENSG00000129460
1248,TIMM9P3NGDN,ENSG00000232786ENSG00000129460
1249,ESDRP11-468E2.9,ENSG00000139684ENSG00000225766
1254,SETDB2RP11-468E2.9,ENSG00000136169ENSG00000225766
1255,SETDB2FITM1,ENSG00000136169ENSG00000139914
1257,SNRPGP14NEDD8,ENSG00000236577ENSG00000129559
1258,PHF11MDP1,ENSG00000136147ENSG00000213920
1259,PHF11CHMP4A,ENSG00000136147ENSG00000254505
1260,PHF11NEDD8,ENSG00000136147ENSG00000129559
1269,PHF11AL136419.6,ENSG00000136147ENSG00000260669
1271,EBPLMDP1,ENSG00000123179ENSG00000213920
1272,AL135901.1NEDD8-MDP1,ENSG00000203547ENSG00000255526
1273,EBPLCHMP4A,ENSG00000123179ENSG00000254505
1275,EBPLNEDD8,ENSG00000123179ENSG00000129559
1280,DLEU7CHMP4A,ENSG00000186047ENSG00000254505
1281,DLEU7-AS1MDP1,ENSG00000237152ENSG00000213920
1283,MIR5693NEDD8-MDP1,ENSG00000266072ENSG00000255526
1284,INTS6CHMP4A,ENSG00000102786ENSG00000254505
1286,INTS6NEDD8,ENSG00000102786ENSG00000129559
1287,INTS6AL136419.6,ENSG00000102786ENSG00000260669
1288,INTS6NEDD8-MDP1,ENSG00000102786ENSG00000255526
1291,INTS6TGM1,ENSG00000102786ENSG00000092295
1293,RP11-24B19.3TGM1,ENSG00000270101ENSG00000092295
1294,DHRS12TGM1,ENSG00000102796ENSG00000092295
1299,ALG11TGM1,ENSG00000253710ENSG00000092295
1300,ALG11CIDEB,ENSG00000253710ENSG00000136305
1301,ALG11NOP9,ENSG00000253710ENSG00000196943
1303,HNRNPA1L2NOP9,ENSG00000139675ENSG00000196943
1304,HNRNPA1L2LTB4R2,ENSG00000139675ENSG00000213906
1305,HNRNPA1L2LTB4R2,ENSG00000139675ENSG00000272658
1306,PCDH17LTB4R2,ENSG00000118946ENSG00000213906
1308,TDRD3LTB4R2,ENSG00000083544ENSG00000213906
1309,TDRD3CIDEB,ENSG00000083544ENSG00000136305
1313,TBC1D4NOP9,ENSG00000136111ENSG00000196943
1314,TBC1D4PRKD1,ENSG00000136111ENSG00000184304
1317,TBC1D4HEATR5A,ENSG00000136111ENSG00000129493
1322,LMO7HEATR5A,ENSG00000136153ENSG00000129493
1325,LMO7RP11-73E17.2,ENSG00000136153ENSG00000258738
1326,LMO7INSM2,ENSG00000136153ENSG00000168348
1327,LMO7AL162311.1,ENSG00000136153ENSG00000266264
1328,LMO7FOXA1,ENSG00000136153ENSG00000129514
1334,LMO7SSTR1,ENSG00000136153ENSG00000139874
1335,LMO7RP11-545M17.2,ENSG00000136153ENSG00000259121
1338,RP11-29G8.3RP11-407N17.4,ENSG00000261553ENSG00000259083
1339,SCELLRR1,ENSG00000136155ENSG00000165501
1343,RBM26-AS1LRR1,ENSG00000227354ENSG00000165501
1344,RBM26-AS1RP11-649E7.7,ENSG00000227354ENSG00000258450
1345,RBM26-AS1POLE2,ENSG00000227354ENSG00000100479
1347,GPC6POLE2,ENSG00000183098ENSG00000100479
1349,DCTPOLE2,ENSG00000080166ENSG00000100479
1350,AL139318.1POLE2,ENSG00000212057ENSG00000100479
1355,DCTKLHDC1,ENSG00000080166ENSG00000197776
1358,SOX21KLHDC1,ENSG00000125285ENSG00000197776
1359,SOX21-AS1KLHDC1,ENSG00000227640ENSG00000197776
1360,RAP2AKLHDC1,ENSG00000125249ENSG00000197776
1361,RAP2ARN7SL3,ENSG00000125249ENSG00000266037
1362,ITGBL1SOS2,ENSG00000198542ENSG00000100485
1364,ITGBL1L2HGDH,ENSG00000198542ENSG00000087299
1367,ANKRD10L2HGDH,ENSG00000088448ENSG00000087299
1370,ANKRD10ATL1,ENSG00000088448ENSG00000198513
1372,ARHGEF7ABHD12B,ENSG00000102606ENSG00000131969
1380,ARHGEF7FRMD6,ENSG00000102606ENSG00000139926
1392,ARHGEF7GNPNAT1,ENSG00000102606ENSG00000100522
1396,ATP11ARN7SL588P,ENSG00000068650ENSG00000264700
1397,ATP11AFERMT2,ENSG00000068650ENSG00000073712
1404,ATP11ABMP4,ENSG00000068650ENSG00000125378
1408,AL356740.1BMP4,ENSG00000234603ENSG00000125378
1412,ATP11AMIR5580,ENSG00000068650ENSG00000266431
1414,F7WDHD1,ENSG00000057593ENSG00000198554
1415,F7AL160471.6,ENSG00000057593ENSG00000233924
1420,RP11-98F14.11WDHD1,ENSG00000269125ENSG00000198554
1421,RASA3WDHD1,ENSG00000185989ENSG00000198554
1423,RNU6-1239PSOCS4,ENSG00000212612ENSG00000180008
1424,OR4M1SOCS4,ENSG00000176299ENSG00000180008
1425,OR4K14SOCS4,ENSG00000169484ENSG00000180008
1426,TTC5SOCS4,ENSG00000136319ENSG00000180008
1432,TTC5PELI2,ENSG00000136319ENSG00000139946
1435,TTC5TMEM260,ENSG00000136319ENSG00000070269
1436,RP11-203M5.6TMEM260,ENSG00000259162ENSG00000070269
1438,OSGEPRP11-1085N6.2,ENSG00000092094ENSG00000258428
1439,APEX1RP11-1085N6.3,ENSG00000100823ENSG00000259133
1440,APEX1TMEM260,ENSG00000100823ENSG00000070269
1443,OSGEPTMEM260,ENSG00000092094ENSG00000070269
1445,APEX1NAA30,ENSG00000100823ENSG00000139977
1446,OSGEPNAA30,ENSG00000092094ENSG00000139977
1449,APEX1ACTR10,ENSG00000100823ENSG00000131966
1450,OSGEPACTR10,ENSG00000092094ENSG00000131966
1451,APEX1C14orf37,ENSG00000100823ENSG00000139971
1456,RP11-203M5.7ACTR10,ENSG00000258515ENSG00000131966
1467,APEX1DACT1,ENSG00000100823ENSG00000165617
1472,PNPDACT1,ENSG00000198805ENSG00000165617
1473,PNPDAAM1,ENSG00000198805ENSG00000100592
1477,RP11-203M5.8DAAM1,ENSG00000258908ENSG00000100592
1478,PNPGPR135,ENSG00000198805ENSG00000181619
1480,PNPRTN1,ENSG00000198805ENSG00000139970
1481,RNASE11RTN1,ENSG00000259060ENSG00000139970
1482,RNASE11TRMT5,ENSG00000173464ENSG00000126814
1483,RNASE11RP11-193F5.1,ENSG00000173464ENSG00000258892
1484,RNASE11RP11-193F5.4,ENSG00000173464ENSG00000258656
1485,RNASE11KCNH5,ENSG00000173464ENSG00000140015
1487,RP11-14J7.6KCNH5,ENSG00000258573ENSG00000140015
1493,RNASE11KCNH5,ENSG00000259060ENSG00000140015
1496,RNASE12MIR548H1,ENSG00000258436ENSG00000221537
1497,RNASE11HSPA2,ENSG00000173464ENSG00000126803
1500,RNASE6RAB15,ENSG00000169413ENSG00000139998
1501,RP11-219E7.1RAB15,ENSG00000258810ENSG00000139998
1502,RP11-524O1.4RAB15,ENSG00000260830ENSG00000139998
1504,AE000658.22RAB15,ENSG00000257096ENSG00000139998
1505,OR4E1RAB15,ENSG00000180636ENSG00000139998
1506,OR4E2RAB15,ENSG00000221977ENSG00000139998
1510,OR4E1Y_RNA,ENSG00000180636ENSG00000199755
1511,TRAV4RP11-1012A1.7,ENSG00000211778ENSG00000258759
1512,TRAJ30RAD51B,ENSG00000211859ENSG00000182185
1513,TRAJ29RAD51B,ENSG00000211860ENSG00000182185
1514,TRAJ28RAD51B,ENSG00000211861ENSG00000182185
1515,TRAJ27RAD51B,ENSG00000211862ENSG00000182185
1516,TRAJ26RAD51B,ENSG00000211863ENSG00000182185
1517,TRAJ25RAD51B,ENSG00000211864ENSG00000182185
1518,TRAJ24RAD51B,ENSG00000211865ENSG00000182185
1519,TRAJ23RAD51B,ENSG00000211866ENSG00000182185
1520,TRAJ17RAD51B,ENSG00000211872ENSG00000182185
1521,TRAJ16RAD51B,ENSG00000211873ENSG00000182185
1522,TRAJ15RAD51B,ENSG00000211874ENSG00000182185
1523,TRAJ14RAD51B,ENSG00000211875ENSG00000182185
1524,TRAJ13RAD51B,ENSG00000211876ENSG00000182185
1525,TRAJ12RAD51B,ENSG00000211877ENSG00000182185
1526,TRAJ11RAD51B,ENSG00000211878ENSG00000182185
1527,TRAJ10RAD51B,ENSG00000211879ENSG00000182185
1528,TRAJ9RAD51B,ENSG00000211880ENSG00000182185
1529,MRPL52RAD51B,ENSG00000172590ENSG00000182185
1546,JPH4RAD51B,ENSG00000092051ENSG00000182185
1555,JPH4GALNT16,ENSG00000092051ENSG00000100626
1562,JPH4KIAA0247,ENSG00000092051ENSG00000100647
1566,JPH4COX16,ENSG00000092051ENSG00000133983
1568,JPH4SYNJ2BP-COX16,ENSG00000092051ENSG00000258644
1569,DHRS4L2COX16,ENSG00000187630ENSG00000133983
1571,DHRS4L2ADAM20,ENSG00000187630ENSG00000134007
1572,DHRS4L2RP6-65G23.3,ENSG00000187630ENSG00000259153
1574,DHRS4L2RP6-91H8.1,ENSG00000187630ENSG00000258517
1575,DHRS4L2AC004817.1,ENSG00000187630ENSG00000267901
1576,DHRS4L2RP6-91H8.5,ENSG00000187630ENSG00000269945
1580,DHRS4L2SIPA1L1,ENSG00000187630ENSG00000197555
1585,DHRS4L2RP1-240K6.3,ENSG00000187630ENSG00000251393
1586,DHRS4L2LIN52,ENSG00000187630ENSG00000205659
1589,DHRS4L2VSX2,ENSG00000187630ENSG00000119614
1590,DHRS4L2YLPM1,ENSG00000187630ENSG00000119596
1593,IRF9YLPM1,ENSG00000213928ENSG00000119596
1599,IRF9RP11-316E14.6,ENSG00000213928ENSG00000259606
1601,IRF9EIF2B2,ENSG00000213928ENSG00000119718
1604,IRF9RP11-950C14.3,ENSG00000213928ENSG00000258646
1608,TINF2EIF2B2,ENSG00000092330ENSG00000119718
1609,GMPR2AC007182.6,ENSG00000100938ENSG00000224721
1610,GMPR2TGFB3,ENSG00000100938ENSG00000119699
1611,TINF2TGFB3,ENSG00000092330ENSG00000119699
1612,GMPR2IFT43,ENSG00000100938ENSG00000119650
1615,TINF2VASH1,ENSG00000092330ENSG00000071246
1617,TINF2RP11-99E15.2,ENSG00000092330ENSG00000258569
1618,GMPR2CIPC,ENSG00000100938ENSG00000198894
1619,TINF2CIPC,ENSG00000092330ENSG00000198894
1632,GMPR2TMED8,ENSG00000100938ENSG00000100580
1633,TINF2SAMD15,ENSG00000092330ENSG00000100583
1634,GMPR2SAMD15,ENSG00000100938ENSG00000100583
1635,GMPR2NOXRED1,ENSG00000100938ENSG00000165555
1636,TINF2NOXRED1,ENSG00000092330ENSG00000165555
1639,GMPR2VIPAS39,ENSG00000100938ENSG00000151445
1640,TINF2VIPAS39,ENSG00000092330ENSG00000151445
1646,RIPK3VIPAS39,ENSG00000129465ENSG00000151445
1648,RIPK3CEP128,ENSG00000129465ENSG00000100629
1649,NYNRINCEP128,ENSG00000205978ENSG00000100629
1655,CMA1CEP128,ENSG00000092009ENSG00000100629
1657,RP11-80A15.1CEP128,ENSG00000258744ENSG00000100629
1658,GZMHCEP128,ENSG00000100450ENSG00000100629
1659,GZMHFLRT2,ENSG00000100450ENSG00000185070
1660,RP11-104E19.1FLRT2,ENSG00000258657ENSG00000185070
1662,RP11-104E19.1RNU6-835P,ENSG00000258657ENSG00000252783
1663,SCFD1PTPN21,ENSG00000092108ENSG00000070778
1677,STRN3PTPN21,ENSG00000196792ENSG00000070778
1681,STRN3FOXN3,ENSG00000196792ENSG00000053254
1683,AP4S1FOXN3,ENSG00000100478ENSG00000053254
1687,AP4S1NRDE2,ENSG00000100478ENSG00000119720
1690,ARHGAP5NRDE2,ENSG00000100852ENSG00000119720
1698,ARHGAP5TTC7B,ENSG00000100852ENSG00000165914
1700,AL355885.1TTC7B,ENSG00000263691ENSG00000165914
1701,FAM177A1TTC7B,ENSG00000151327ENSG00000165914
1707,FAM177A1RP11-895M11.3,ENSG00000151327ENSG00000258798
1708,FAM177A1RP11-895M11.2,ENSG00000151327ENSG00000258446
1709,SNORA31TC2N,ENSG00000253059ENSG00000165929
1710,QRSL1P3TC2N,ENSG00000257957ENSG00000165929
1711,SFTA3TC2N,ENSG00000229415ENSG00000165929
1714,SFTA3NDUFB1,ENSG00000229415ENSG00000183648
1719,RP11-896J10.3NDUFB1,ENSG00000257520ENSG00000183648
1720,SFTA3CHGA,ENSG00000229415ENSG00000100604
1721,NKX2-1CHGA,ENSG00000136352ENSG00000100604
1724,NKX2-1-AS1CHGA,ENSG00000253563ENSG00000100604
1725,RP11-896J10.3CHGA,ENSG00000257520ENSG00000100604
1726,NKX2-1MIR4506,ENSG00000136352ENSG00000265768
1727,NKX2-1OTUB2,ENSG00000136352ENSG00000089723
1728,MIPOL1DDX24,ENSG00000151338ENSG00000089737
1729,RNU6-886PDDX24,ENSG00000207046ENSG00000089737
1737,RNU6-1277PDDX24,ENSG00000201431ENSG00000089737
1738,GEMIN2DDX24,ENSG00000092208ENSG00000089737
1747,GEMIN2SERPINA6,ENSG00000092208ENSG00000170099
1749,GEMIN2SERPINA1,ENSG00000092208ENSG00000197249
1756,FSCBSERPINA1,ENSG00000189139ENSG00000197249
1757,RP11-163M18.1SERPINA1,ENSG00000258747ENSG00000197249
1760,FAM179BSERPINA1,ENSG00000198718ENSG00000197249
1766,PRPF39SERPINA1,ENSG00000185246ENSG00000197249
1768,SNORD127SERPINA1,ENSG00000239043ENSG00000197249
1776,MIS18BP1SERPINA1,ENSG00000129534ENSG00000197249
1779,MDGA2SERPINA1,ENSG00000139915ENSG00000197249
1782,MDGA2GSC,ENSG00000272781ENSG00000133937
1783,SNORA25C14orf132,ENSG00000251735ENSG00000227051
1784,MDGA2C14orf132,ENSG00000139915ENSG00000227051
1785,RPS29C14orf132,ENSG00000213741ENSG00000227051
1786,RPL32P29C14orf132,ENSG00000244270ENSG00000227051
1787,RPL36ALC14orf132,ENSG00000165502ENSG00000227051
1788,MGAT2ATG2B,ENSG00000168282ENSG00000066739
1789,RP11-649E7.5ATG2B,ENSG00000258377ENSG00000066739
1790,CDKL1ATG2B,ENSG00000100490ENSG00000066739
1792,ATP5SATG2B,ENSG00000125375ENSG00000066739
1793,CDKL1RP11-543C4.1,ENSG00000100490ENSG00000247970
1794,CDKL1CYP46A1,ENSG00000100490ENSG00000036530
1797,SAV1CYP46A1,ENSG00000151748ENSG00000036530
1801,TRIM9YY1,ENSG00000100505ENSG00000100811
1804,TRIM9RP11-638I2.4,ENSG00000100505ENSG00000258982
1806,PTGER2MIR345,ENSG00000125384ENSG00000198984
1807,PTGER2WARS,ENSG00000125384ENSG00000140105
1810,ERO1LSLC25A47,ENSG00000197930ENSG00000140107
1811,ERO1LWARS,ENSG00000197930ENSG00000140105
1815,PSMC6RP11-638I2.8,ENSG00000100519ENSG00000258666
1816,PSMC6WARS,ENSG00000100519ENSG00000140105
1817,PSMC6DIO3,ENSG00000100519ENSG00000197406
1818,PSMC6DIO3OS,ENSG00000100519ENSG00000258498
1826,SAMD4ADIO3OS,ENSG00000020577ENSG00000258498
1830,SAMD4ARN7SL472P,ENSG00000020577ENSG00000240457
1831,SAMD4ARCOR1,ENSG00000020577ENSG00000089902
1839,SAMD4AEIF5,ENSG00000020577ENSG00000100664
1845,MAPK1IP1LEIF5,ENSG00000168175ENSG00000100664
1849,DLGAP5EIF5,ENSG00000126787ENSG00000100664
1852,SLC35F4EIF5,ENSG00000151812ENSG00000100664
1857,ARID4ARP11-45P15.4,ENSG00000032219ENSG00000259775
1858,ARID4ASNORA28,ENSG00000032219ENSG00000272533
1859,ARID4AEIF5,ENSG00000032219ENSG00000100664
1862,JKAMPEIF5,ENSG00000050130ENSG00000100664
1867,RP11-701B16.2EIF5,ENSG00000258782ENSG00000100664
1880,JKAMPSNORA28,ENSG00000050130ENSG00000272533
1881,RP11-701B16.2TRMT61A,ENSG00000258782ENSG00000166166
1882,JKAMPTRMT61A,ENSG00000050130ENSG00000166166
1883,JKAMPXRCC3,ENSG00000050130ENSG00000126215
1890,LRRC9XRCC3,ENSG00000131951ENSG00000126215
1894,SIX6RP11-73M18.8,ENSG00000184302ENSG00000269958
1895,SLC38A6RP11-73M18.7,ENSG00000139974ENSG00000269940
1896,SLC38A6RP11-73M18.10,ENSG00000139974ENSG00000269910
1897,SLC38A6CDCA4,ENSG00000139974ENSG00000170779
1899,SLC38A6C14orf79,ENSG00000139974ENSG00000140104
1900,SLC38A6RP11-521B24.5,ENSG00000139974ENSG00000257270
1902,SLC38A6RP11-731F5.1,ENSG00000139974ENSG00000254140
1903,SLC38A6IGHE,ENSG00000139974ENSG00000211891
1904,SLC38A6AL928742.12,ENSG00000139974ENSG00000227468
1915,RP11-47I22.4AL928742.12,ENSG00000258989ENSG00000227468
1916,CTD-2277K2.1AL928742.12,ENSG00000258882ENSG00000227468
1917,AKAP5RP11-731F5.1,ENSG00000179841ENSG00000254140
1918,AKAP5IGHE,ENSG00000179841ENSG00000211891
1919,ZBTB1IGHE,ENSG00000126804ENSG00000211891
1920,ZBTB1IGHV3-20,ENSG00000126804ENSG00000211946
1921,ZBTB1AB019440.1,ENSG00000126804ENSG00000221180
1922,ZBTB1IGHVII-20-1,ENSG00000126804ENSG00000253996
1923,ZBTB1AB019440.50,ENSG00000126804ENSG00000271201
1924,ZBTB1LINC00221,ENSG00000126804ENSG00000187156
1925,ZBTB1IGHV3-38,ENSG00000126804ENSG00000211958
1926,ZBTB1IGHV1-45,ENSG00000126804ENSG00000211961
1927,ZBTB1IGHV1-46,ENSG00000126804ENSG00000211962
1928,ZBTB1IGHV3-49,ENSG00000126804ENSG00000211965
1929,ZBTB1AB019438.66,ENSG00000126804ENSG00000228757
1930,ZBTB1IGHV3-47,ENSG00000126804ENSG00000229092
1932,MIR4706LINC00221,ENSG00000266531ENSG00000187156
1933,FAM71DHOMER2P1,ENSG00000172717ENSG00000228966
1934,FAM71DIGHVII-40-1,ENSG00000172717ENSG00000253294
1935,FAM71DIGHVII-44-2,ENSG00000172717ENSG00000253895
1936,FAM71DIGHVIII-47-1,ENSG00000172717ENSG00000253862
1937,FAM71DIGHV7-56,ENSG00000172717ENSG00000253131
1938,FAM71DIGHV3-63,ENSG00000172717ENSG00000253936
1939,RP11-125H8.1IGHVII-62-1,ENSG00000258988ENSG00000253747
1940,FAM71DIGHVIV-44-1,ENSG00000172717ENSG00000253465
1941,FAM71DIGHVII-53-1,ENSG00000172717ENSG00000253714
1942,FAM71DIGHV3-41,ENSG00000172717ENSG00000253705
1943,ZFP36L1IGHV3-52,ENSG00000185650ENSG00000253545
1944,ZFP36L1IGHVII-51-2,ENSG00000185650ENSG00000253941
1945,ZFP36L1IGHVII-46-1,ENSG00000185650ENSG00000253808
1946,ZFP36L1IGHV3-57,ENSG00000185650ENSG00000253759
1947,ZFP36L1IGHV3-42,ENSG00000185650ENSG00000254228
1948,ZFP36L1IGHV4-55,ENSG00000185650ENSG00000254395
1949,ZFP36L1IGHV3-54,ENSG00000185650ENSG00000253689
1950,HMGN1P3IGHVII-49-1,ENSG00000258967ENSG00000253386
1951,CCDC177IGHVIII-44,ENSG00000255994ENSG00000253588
1952,CCDC177IGHV3-50,ENSG00000267909ENSG00000253241
1953,CCDC177IGHV3-65,ENSG00000255994ENSG00000253209
1954,CCDC177IGHV7-81,ENSG00000267909ENSG00000211979
1955,CCDC177IGHVIII-82,ENSG00000255994ENSG00000253303
1956,CCDC177IGHV4-80,ENSG00000267909ENSG00000253128
1957,SRSF5CSF2RA,ENSG00000100650ENSG00000198223
1975,SRSF5BX649553.4,ENSG00000100650ENSG00000264819
1976,SRSF5BX649553.3,ENSG00000100650ENSG00000264510
1977,SLC10A1CSF2RA,ENSG00000100652ENSG00000198223
1979,SLC8A3CSF2RA,ENSG00000100678ENSG00000198223
1985,MED6CSF2RA,ENSG00000133997ENSG00000198223
1990,CTD-2540L5.5CSF2RA,ENSG00000259115ENSG00000198223
1995,MED6BX649553.4,ENSG00000133997ENSG00000264819
1996,KRT18P7BX649553.3,ENSG00000258951ENSG00000264510
1997,RP3-514A23.2CSF2RA,ENSG00000258871ENSG00000198223
2000,DCAF4CSF2RA,ENSG00000119599ENSG00000198223
2011,DCAF4RN7SL355P,ENSG00000119599ENSG00000265350
2013,DCAF4AKAP17A,ENSG00000119599ENSG00000197976
2014,ZFYVE1AKAP17A,ENSG00000165861ENSG00000197976
2017,NUMBAKAP17A,ENSG00000133961ENSG00000197976
2019,NUMBCD99,ENSG00000133961ENSG00000002586
2025,NUMBGYG2,ENSG00000133961ENSG00000056998
2030,RP4-647C14.3GYG2,ENSG00000258944ENSG00000056998
2035,AC005280.1GYG2,ENSG00000170468ENSG00000056998
2036,C14orf169GYG2,ENSG00000255242ENSG00000056998
2037,RP3-414A15.11GYG2,ENSG00000258443ENSG00000056998
2038,RP3-414A15.2GYG2,ENSG00000258695ENSG00000056998
2039,ELMSAN1GYG2,ENSG00000156030ENSG00000056998
2042,ELMSAN1ARSH,ENSG00000156030ENSG00000205667
2043,ELMSAN1ARSF,ENSG00000156030ENSG00000062096
2045,ELMSAN1RP13-824C8.2,ENSG00000156030ENSG00000230249
2046,FAM161BARSF,ENSG00000156050ENSG00000062096
2047,ZNF410NLGN4X,ENSG00000119725ENSG00000146938
2051,FAM161BNLGN4X,ENSG00000156050ENSG00000146938
2052,ZNF410HDHD1,ENSG00000119725ENSG00000130021
2054,RP5-1021I20.5HDHD1,ENSG00000258891ENSG00000130021
2056,RP5-1021I20.4HDHD1,ENSG00000258653ENSG00000130021
2057,FAM161BHDHD1,ENSG00000156050ENSG00000130021
2058,ZNF410MIR4767,ENSG00000119725ENSG00000264268
2059,FAM161BSTS,ENSG00000156050ENSG00000101846
2060,FAM161BSHROOM2,ENSG00000156050ENSG00000146950
2061,RP5-1021I20.5SHROOM2,ENSG00000258891ENSG00000146950
2062,FAM161BWWC3,ENSG00000156050ENSG00000047644
2063,ALDH6A1WWC3,ENSG00000119711ENSG00000047644
2064,CCDC176MID1,ENSG00000119636ENSG00000101871
2065,AC005484.5MID1,ENSG00000259114ENSG00000101871
2066,ALDH6A1MID1,ENSG00000119711ENSG00000101871
2073,ABCD4AMELX,ENSG00000119688ENSG00000125363
2076,ABCD4MSL3,ENSG00000119688ENSG00000005302
2088,AC005519.4MSL3,ENSG00000258559ENSG00000005302
2109,ABCD4FRMPD4,ENSG00000119688ENSG00000169933
2113,ABCD4OFD1,ENSG00000119688ENSG00000046651
2114,AC005519.4OFD1,ENSG00000258559ENSG00000046651
2118,ABCD4GPM6B,ENSG00000119688ENSG00000046653
2122,VRTNGPM6B,ENSG00000133980ENSG00000046653
2124,AREL1GPM6B,ENSG00000119682ENSG00000046653
2133,RPS6KL1GPM6B,ENSG00000198208ENSG00000046653
2140,RPS6KL1ASB9,ENSG00000198208ENSG00000102048
2148,HIF1AP1ASB9,ENSG00000258978ENSG00000102048
2149,C14orf1ASB9,ENSG00000133935ENSG00000102048
2150,NGBASB9,ENSG00000165553ENSG00000102048
2151,MIR1260AASB9,ENSG00000221754ENSG00000102048
2152,AHSA1ACE2,ENSG00000100591ENSG00000130234
2153,SNORA46ACE2,ENSG00000212371ENSG00000130234
2155,AHSA1CA5B,ENSG00000100591ENSG00000169239
2162,AHSA1TXLNG,ENSG00000100591ENSG00000086712
2164,EFCAB11GPR64,ENSG00000140025ENSG00000173698
2166,TDP1GPR64,ENSG00000042088ENSG00000173698
2174,TDP1PDHA1,ENSG00000042088ENSG00000131828
2175,EFCAB11PDHA1,ENSG00000140025ENSG00000131828
2180,RP11-33N16.3PDHA1,ENSG00000259053ENSG00000131828
2206,TDP1SH3KBP1,ENSG00000042088ENSG00000147010
2211,TDP1snoU2_19,ENSG00000042088ENSG00000201592
2212,TDP1snoU2-30,ENSG00000042088ENSG00000201882
2213,TDP1EIF1AX,ENSG00000042088ENSG00000173674
2214,KCNK13EIF1AX,ENSG00000152315ENSG00000173674
2215,PSMC1CXorf58,ENSG00000100764ENSG00000165182
2216,PSMC1KLHL15,ENSG00000100764ENSG00000174010
2217,PSMC1SUPT20HL2,ENSG00000100764ENSG00000223611
2219,C14orf159SUPT20HL2,ENSG00000133943ENSG00000223611
2223,C14orf159POLA1,ENSG00000133943ENSG00000101868
2226,C14orf159SCARNA23,ENSG00000133943ENSG00000251869
2227,C14orf159DCAF8L2,ENSG00000133943ENSG00000189186
2229,C14orf159AC107613.1,ENSG00000133943ENSG00000231315
2239,C14orf159NR0B1,ENSG00000133943ENSG00000169297
2242,C14orf159FAM47C,ENSG00000133943ENSG00000198173
2244,C14orf159FTH1P18,ENSG00000133943ENSG00000243048
2246,C14orf159RP13-43E11.1,ENSG00000133943ENSG00000226679
2247,C14orf159MED14-AS1,ENSG00000133943ENSG00000234636
2248,C14orf159NYX,ENSG00000133943ENSG00000188937
2250,C14orf159RP1-169I5.4,ENSG00000133943ENSG00000225238
2252,C14orf159MAOB,ENSG00000133943ENSG00000069535
2257,C14orf159FUNDC1,ENSG00000133943ENSG00000069509
2259,C14orf159KDM6A,ENSG00000133943ENSG00000147050
2267,C14orf159USP11,ENSG00000133943ENSG00000102226
2273,C14orf159SYN1,ENSG00000133943ENSG00000008056
2275,C14orf159ARAF,ENSG00000133943ENSG00000078061
2277,C14orf159TIMP1,ENSG00000133943ENSG00000102265
2285,C14orf159MIR4769,ENSG00000133943ENSG00000263858
2286,C14orf159RPL7P57,ENSG00000133943ENSG00000224401
2287,GPR68SSX4,ENSG00000119714ENSG00000204645
2289,GPR68SSX4B,ENSG00000119714ENSG00000198946
2291,GPR68SLC38A5,ENSG00000119714ENSG00000017483
2297,FBLN5SLC38A5,ENSG00000140092ENSG00000017483
2302,FBLN5FTSJ1,ENSG00000140092ENSG00000068438
2304,ITPK1FTSJ1,ENSG00000100605ENSG00000068438
2315,BTBD7FTSJ1,ENSG00000011114ENSG00000068438
2316,BTBD7TBC1D25,ENSG00000011114ENSG00000068354
2318,BTBD7snoU13,ENSG00000011114ENSG00000239017
2321,IFI27L2TBC1D25,ENSG00000119632ENSG00000068354
2323,IFI27L2WAS,ENSG00000119632ENSG00000015285
2327,GSKIPWAS,ENSG00000100744ENSG00000015285
2330,CCNKHDAC6,ENSG00000090061ENSG00000094631
2331,MIR342HDAC6,ENSG00000199082ENSG00000094631
2332,MIR151BHDAC6,ENSG00000265154ENSG00000094631
2333,RP11-638I2.6HDAC6,ENSG00000258504ENSG00000094631
